Version Number,File Name,NumberRevisions,NumberAuthors,LOC,AGE,CHURN,LOC_TOUCHED,Avg_LOC_Added,MaxLocAdded,Avg_Chg_Set,Max_Chg_Set,numImports,numComments,Buggy
06,external/storm-hive/src/test/java/org/apache/storm/hive/bolt/TestHiveBolt.java,1,1,330,19,330,330,330,330,284,284,37,34,No
06,external/storm-hive/src/test/java/org/apache/storm/hive/common/TestHiveWriter.java,1,1,193,19,193,193,193,193,284,284,31,21,No
06,external/storm-hive/src/test/java/org/apache/storm/hive/trident/TridentHiveTopology.java,1,1,190,19,190,190,190,190,284,284,19,18,No
06,external/storm-jdbc/src/main/java/org/apache/storm/jdbc/bolt/AbstractJdbcBolt.java,2,2,59,20,58,68,29,57,201,284,18,34,Yes
06,external/storm-jdbc/src/main/java/org/apache/storm/jdbc/bolt/JdbcInsertBolt.java,2,2,95,16,96,98,48,95,201,284,25,44,Yes
06,external/storm-jdbc/src/main/java/org/apache/storm/jdbc/bolt/JdbcLookupBolt.java,2,2,76,19,77,79,38,76,201,284,17,40,Yes
06,external/storm-jdbc/src/main/java/org/apache/storm/jdbc/common/Column.java,2,2,111,20,111,116,56,112,201,284,2,96,Yes
06,external/storm-jdbc/src/main/java/org/apache/storm/jdbc/common/ConnectionProvider.java,1,1,26,0,26,26,26,26,119,119,3,13,Yes
06,external/storm-jdbc/src/main/java/org/apache/storm/jdbc/common/HikariCPConnectionProvider.java,1,1,46,0,46,46,46,46,119,119,6,0,Yes
06,external/storm-jdbc/src/main/java/org/apache/storm/jdbc/common/JdbcClient.java,2,2,237,18,238,249,120,240,201,284,22,38,Yes
06,external/storm-jdbc/src/main/java/org/apache/storm/jdbc/common/Util.java,1,1,75,16,75,75,75,75,284,284,5,17,No
06,external/storm-jdbc/src/main/java/org/apache/storm/jdbc/mapper/JdbcLookupMapper.java,1,1,26,15,26,26,26,26,284,284,5,11,No
06,external/storm-jdbc/src/main/java/org/apache/storm/jdbc/mapper/JdbcMapper.java,1,1,33,16,33,33,33,33,284,284,4,22,No
06,external/storm-jdbc/src/main/java/org/apache/storm/jdbc/mapper/SimpleJdbcLookupMapper.java,1,1,46,15,46,46,46,46,284,284,7,0,No
06,external/storm-jdbc/src/main/java/org/apache/storm/jdbc/mapper/SimpleJdbcMapper.java,2,2,93,20,93,96,46,92,201,284,21,34,Yes
06,external/storm-jdbc/src/main/java/org/apache/storm/jdbc/trident/state/JdbcQuery.java,1,1,40,15,40,40,40,40,284,284,5,17,No
06,external/storm-jdbc/src/main/java/org/apache/storm/jdbc/trident/state/JdbcState.java,2,2,160,20,161,168,81,161,201,284,38,34,Yes
06,external/storm-jdbc/src/main/java/org/apache/storm/jdbc/trident/state/JdbcStateFactory.java,1,1,40,16,40,40,40,40,284,284,4,17,No
06,external/storm-jdbc/src/main/java/org/apache/storm/jdbc/trident/state/JdbcUpdater.java,1,1,32,16,32,32,32,32,284,284,4,17,No
06,external/storm-jdbc/src/test/java/org/apache/storm/jdbc/common/JdbcClientTest.java,2,2,93,20,94,97,47,93,201,284,23,48,Yes
06,external/storm-jdbc/src/test/java/org/apache/storm/jdbc/common/UtilTest.java,1,1,69,9,69,69,69,69,284,284,6,19,No
06,external/storm-jdbc/src/test/java/org/apache/storm/jdbc/spout/UserSpout.java,1,1,90,16,90,90,90,90,284,284,8,18,No
06,external/storm-jdbc/src/test/java/org/apache/storm/jdbc/topology/AbstractUserTopology.java,2,2,110,20,111,119,55,106,201,284,36,42,Yes
06,external/storm-jdbc/src/test/java/org/apache/storm/jdbc/topology/UserPersistanceTopology.java,2,2,55,20,55,64,27,48,201,284,14,37,Yes
06,external/storm-jdbc/src/test/java/org/apache/storm/jdbc/topology/UserPersistanceTridentTopology.java,2,2,61,20,61,62,30,61,201,284,28,34,Yes
06,external/storm-kafka/src/jvm/storm/kafka/DynamicBrokersReader.java,3,2,178,59,78,78,26,26,73,119,42,117,Yes
06,external/storm-kafka/src/jvm/storm/kafka/ExponentialBackoffMsgRetryManager.java,1,1,167,22,167,167,167,167,284,284,5,39,No
06,external/storm-kafka/src/jvm/storm/kafka/FailedMsgRetryManager.java,1,1,26,22,26,26,26,26,284,284,0,17,No
06,external/storm-kafka/src/jvm/storm/kafka/KafkaConfig.java,6,3,52,59,0,6,0,0,86,284,18,114,Yes
06,external/storm-kafka/src/jvm/storm/kafka/KafkaUtils.java,7,3,240,59,0,28,0,0,74,284,168,126,Yes
06,external/storm-kafka/src/jvm/storm/kafka/PartitionManager.java,6,3,284,59,7,47,1,10,86,284,96,156,Yes
06,external/storm-kafka/src/jvm/storm/kafka/SpoutConfig.java,1,1,44,54,8,8,8,8,284,284,2,21,No
06,external/storm-kafka/src/jvm/storm/kafka/TopicOffsetOutOfRangeException.java,1,1,25,20,25,25,25,25,284,284,0,17,No
06,external/storm-kafka/src/jvm/storm/kafka/bolt/KafkaBolt.java,7,4,120,59,15,23,2,9,73,284,119,203,Yes
06,external/storm-kafka/src/jvm/storm/kafka/bolt/mapper/FieldNameBasedTupleToKafkaMapper.java,1,1,48,40,0,1,0,0,284,284,1,18,No
06,external/storm-kafka/src/jvm/storm/kafka/trident/TridentKafkaEmitter.java,6,3,281,59,-5,45,0,0,86,284,132,264,Yes
06,external/storm-kafka/src/test/storm/kafka/DynamicBrokersReaderTest.java,3,2,186,59,39,39,13,13,73,119,39,66,Yes
06,external/storm-kafka/src/test/storm/kafka/ExponentialBackoffMsgRetryManagerTest.java,1,1,194,22,194,194,194,194,284,284,6,9,No
06,external/storm-kafka/src/test/storm/kafka/KafkaUtilsTest.java,6,3,241,59,0,19,0,0,86,284,120,102,Yes
06,external/storm-kafka/src/test/storm/kafka/bolt/KafkaBoltTest.java,6,4,215,59,162,163,27,27,84,284,192,132,Yes
06,external/storm-redis/src/main/java/org/apache/storm/redis/bolt/AbstractRedisBolt.java,1,1,67,17,67,67,67,67,284,284,9,17,No
06,external/storm-redis/src/main/java/org/apache/storm/redis/bolt/RedisLookupBolt.java,1,1,112,8,112,112,112,112,284,284,9,17,No
06,external/storm-redis/src/main/java/org/apache/storm/redis/bolt/RedisStoreBolt.java,1,1,100,8,100,100,100,100,284,284,7,17,No
06,external/storm-redis/src/main/java/org/apache/storm/redis/common/config/JedisClusterConfig.java,1,1,82,8,82,82,82,82,284,284,7,17,No
06,external/storm-redis/src/main/java/org/apache/storm/redis/common/config/JedisPoolConfig.java,1,1,97,8,97,97,97,97,284,284,2,17,No
06,external/storm-redis/src/main/java/org/apache/storm/redis/common/container/JedisClusterContainer.java,1,1,47,8,47,47,47,47,284,284,3,18,No
06,external/storm-redis/src/main/java/org/apache/storm/redis/common/container/JedisCommandsContainerBuilder.java,1,1,38,8,38,38,38,38,284,284,4,17,No
06,external/storm-redis/src/main/java/org/apache/storm/redis/common/container/JedisCommandsInstanceContainer.java,1,1,25,8,25,25,25,25,284,284,1,17,No
06,external/storm-redis/src/main/java/org/apache/storm/redis/common/container/JedisContainer.java,3,2,60,13,60,62,20,60,167,284,21,51,Yes
06,external/storm-redis/src/main/java/org/apache/storm/redis/common/mapper/RedisDataTypeDescription.java,1,1,50,8,50,50,50,50,284,284,1,17,No
06,external/storm-redis/src/main/java/org/apache/storm/redis/common/mapper/RedisLookupMapper.java,1,1,40,8,40,40,40,40,284,284,4,27,No
06,external/storm-redis/src/main/java/org/apache/storm/redis/common/mapper/RedisMapper.java,1,1,22,8,22,22,22,22,284,284,0,17,No
06,external/storm-redis/src/main/java/org/apache/storm/redis/common/mapper/RedisStoreMapper.java,1,1,21,8,21,21,21,21,284,284,0,17,No
06,external/storm-redis/src/main/java/org/apache/storm/redis/common/mapper/TupleMapper.java,1,1,27,8,27,27,27,27,284,284,2,17,No
06,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/AbstractRedisMapState.java,3,2,96,8,192,203,64,96,12,17,42,51,Yes
06,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/AbstractRedisStateQuerier.java,2,1,69,8,138,138,69,69,17,17,18,34,Yes
06,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/AbstractRedisStateUpdater.java,3,2,69,8,140,142,46,69,51,119,27,51,Yes
06,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/KeyFactory.java,2,1,35,8,70,70,35,35,17,17,4,34,Yes
06,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/Options.java,3,2,33,8,66,67,22,33,11,17,9,51,Yes
06,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/RedisClusterMapState.java,4,3,246,22,265,427,73,294,80,284,93,104,Yes
06,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/RedisClusterState.java,1,1,80,17,80,80,80,80,284,284,8,24,No
06,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/RedisClusterStateQuerier.java,3,2,64,21,56,146,28,78,106,284,18,51,Yes
06,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/RedisClusterStateUpdater.java,6,3,76,21,80,179,16,76,74,284,36,108,Yes
06,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/RedisMapState.java,5,3,281,22,291,497,63,316,84,284,126,139,Yes
06,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/RedisState.java,1,1,83,16,83,83,83,83,284,284,9,23,No
06,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/RedisStateQuerier.java,3,2,60,21,52,128,23,70,106,284,16,51,Yes
06,external/storm-redis/src/main/java/org/apache/storm/redis/trident/state/RedisStateUpdater.java,6,3,78,21,105,168,17,75,74,284,39,108,Yes
06,external/storm-redis/src/test/java/org/apache/storm/redis/topology/LookupWordCount.java,1,1,166,17,166,166,166,166,284,284,23,19,No
06,external/storm-redis/src/test/java/org/apache/storm/redis/topology/PersistentWordCount.java,1,1,116,17,116,116,116,116,284,284,19,18,No
06,external/storm-redis/src/test/java/org/apache/storm/redis/topology/WordCounter.java,1,1,67,17,67,67,67,67,284,284,10,17,No
06,external/storm-redis/src/test/java/org/apache/storm/redis/topology/WordSpout.java,1,1,88,17,88,88,88,88,284,284,9,17,No
06,external/storm-redis/src/test/java/org/apache/storm/redis/trident/PrintFunction.java,1,1,40,16,40,40,40,40,284,284,6,17,No
06,external/storm-redis/src/test/java/org/apache/storm/redis/trident/WordCountLookupMapper.java,2,1,40,8,80,80,40,40,17,17,16,0,Yes
06,external/storm-redis/src/test/java/org/apache/storm/redis/trident/WordCountStoreMapper.java,2,1,22,8,44,44,22,22,17,17,6,0,Yes
06,external/storm-redis/src/test/java/org/apache/storm/redis/trident/WordCountTridentRedis.java,6,3,97,21,94,115,16,96,74,284,94,108,Yes
06,external/storm-redis/src/test/java/org/apache/storm/redis/trident/WordCountTridentRedisCluster.java,6,3,104,21,103,120,17,103,74,284,111,108,Yes
06,external/storm-redis/src/test/java/org/apache/storm/redis/trident/WordCountTridentRedisClusterMap.java,3,2,100,21,101,107,33,99,106,284,59,54,Yes
06,external/storm-redis/src/test/java/org/apache/storm/redis/trident/WordCountTridentRedisMap.java,3,2,93,21,92,102,30,92,106,284,48,54,Yes
06,external/storm-redis/src/test/java/org/apache/storm/redis/trident/WordCountTupleMapper.java,1,1,16,16,16,16,16,16,284,284,2,0,No
06,storm-buildtools/storm-maven-plugins/src/main/java/org/apache/storm/maven/plugin/util/CommandExec.java,1,1,89,15,89,89,89,89,284,284,7,17,No
06,storm-buildtools/storm-maven-plugins/src/main/java/org/apache/storm/maven/plugin/versioninfo/VersionInfoMojo.java,1,1,304,15,304,304,304,304,284,284,22,29,No
06,storm-core/src/jvm/backtype/storm/Config.java,13,4,1538,110,312,430,26,97,39,284,91,9948,Yes
06,storm-core/src/jvm/backtype/storm/ConfigValidation.java,2,2,360,94,24,25,12,18,143,284,4,239,No
06,storm-core/src/jvm/backtype/storm/LogWriter.java,4,1,83,0,332,332,83,83,2,2,24,80,No
06,storm-core/src/jvm/backtype/storm/StormSubmitter.java,1,1,445,105,29,57,31,31,284,284,17,148,No
06,storm-core/src/jvm/backtype/storm/coordination/BatchBoltExecutor.java,1,1,108,105,0,2,0,0,284,284,13,17,No
06,storm-core/src/jvm/backtype/storm/coordination/BatchSubtopologyBuilder.java,1,1,447,105,11,11,11,11,284,284,20,17,No
06,storm-core/src/jvm/backtype/storm/drpc/DRPCInvocationsClient.java,1,1,114,105,6,6,6,6,284,284,11,17,No
06,storm-core/src/jvm/backtype/storm/drpc/DRPCSpout.java,3,2,259,110,12,35,6,11,167,284,93,60,Yes
06,storm-core/src/jvm/backtype/storm/drpc/LinearDRPCInputDeclarer.java,1,1,52,105,0,4,0,0,284,284,3,17,No
06,storm-core/src/jvm/backtype/storm/drpc/LinearDRPCTopologyBuilder.java,1,1,394,105,1,12,1,1,284,284,25,18,No
06,storm-core/src/jvm/backtype/storm/drpc/ReturnResults.java,1,1,124,105,0,4,0,0,284,284,19,20,No
06,storm-core/src/jvm/backtype/storm/generated/AlreadyAliveException.java,1,1,406,105,80,107,82,82,284,284,25,46,No
06,storm-core/src/jvm/backtype/storm/generated/Assignment.java,1,1,983,12,983,983,983,983,284,284,25,64,No
06,storm-core/src/jvm/backtype/storm/generated/AuthorizationException.java,1,1,406,48,80,107,82,82,284,284,25,46,No
06,storm-core/src/jvm/backtype/storm/generated/Bolt.java,1,1,514,105,103,134,105,105,284,284,25,50,No
06,storm-core/src/jvm/backtype/storm/generated/BoltStats.java,1,1,1390,105,534,587,536,536,284,284,25,82,No
06,storm-core/src/jvm/backtype/storm/generated/ClusterSummary.java,1,1,714,105,179,220,180,180,284,284,25,55,No
06,storm-core/src/jvm/backtype/storm/generated/ClusterWorkerHeartbeat.java,7,3,768,11,1235,1262,176,769,72,284,175,427,Yes
06,storm-core/src/jvm/backtype/storm/generated/ComponentCommon.java,1,1,852,105,230,278,231,231,284,284,25,63,No
06,storm-core/src/jvm/backtype/storm/generated/ComponentObject.java,1,1,462,105,3,73,3,3,284,284,25,38,No
06,storm-core/src/jvm/backtype/storm/generated/Credentials.java,1,1,458,48,118,146,120,120,284,284,25,48,No
06,storm-core/src/jvm/backtype/storm/generated/DRPCExecutionException.java,1,1,406,105,80,107,82,82,284,284,25,46,No
06,storm-core/src/jvm/backtype/storm/generated/DRPCRequest.java,1,1,507,105,96,127,98,98,284,284,25,50,No
06,storm-core/src/jvm/backtype/storm/generated/DistributedRPC.java,1,1,1328,105,250,396,257,257,284,284,25,80,No
06,storm-core/src/jvm/backtype/storm/generated/DistributedRPCInvocations.java,1,1,2935,105,580,915,601,601,284,284,25,164,No
06,storm-core/src/jvm/backtype/storm/generated/ErrorInfo.java,1,1,714,105,146,195,147,147,284,284,25,59,No
06,storm-core/src/jvm/backtype/storm/generated/ExecutorInfo.java,1,1,499,105,93,131,94,94,284,284,25,51,No
06,storm-core/src/jvm/backtype/storm/generated/ExecutorSpecificStats.java,1,1,387,105,3,62,3,3,284,284,25,37,No
06,storm-core/src/jvm/backtype/storm/generated/ExecutorStats.java,1,1,915,105,347,405,348,348,284,284,25,67,No
06,storm-core/src/jvm/backtype/storm/generated/ExecutorSummary.java,1,1,922,105,179,235,180,180,284,284,25,67,No
06,storm-core/src/jvm/backtype/storm/generated/GetInfoOptions.java,1,1,422,13,422,422,422,422,284,284,25,58,No
06,storm-core/src/jvm/backtype/storm/generated/GlobalStreamId.java,1,1,507,105,96,127,98,98,284,284,25,50,No
06,storm-core/src/jvm/backtype/storm/generated/Grouping.java,1,1,800,105,3,142,3,3,284,284,25,43,No
06,storm-core/src/jvm/backtype/storm/generated/InvalidTopologyException.java,1,1,406,105,80,107,82,82,284,284,25,46,No
06,storm-core/src/jvm/backtype/storm/generated/JavaObject.java,1,1,561,105,130,162,132,132,284,284,25,50,No
06,storm-core/src/jvm/backtype/storm/generated/JavaObjectArg.java,1,1,631,105,3,95,3,3,284,284,25,41,No
06,storm-core/src/jvm/backtype/storm/generated/KillOptions.java,1,1,407,105,85,124,86,86,284,284,25,47,No
06,storm-core/src/jvm/backtype/storm/generated/LSApprovedWorkers.java,3,2,458,6,1374,1374,458,458,167,284,75,144,Yes
06,storm-core/src/jvm/backtype/storm/generated/LSSupervisorAssignments.java,3,2,471,6,1413,1413,471,471,167,284,75,144,Yes
06,storm-core/src/jvm/backtype/storm/generated/LSSupervisorId.java,3,2,406,6,1218,1218,406,406,167,284,75,138,Yes
06,storm-core/src/jvm/backtype/storm/generated/LSWorkerHeartbeat.java,3,2,755,6,2265,2265,755,755,167,284,75,177,Yes
06,storm-core/src/jvm/backtype/storm/generated/LocalAssignment.java,3,2,561,6,1683,1683,561,561,167,284,75,150,Yes
06,storm-core/src/jvm/backtype/storm/generated/LocalStateData.java,3,2,471,6,1413,1413,471,471,167,284,75,144,Yes
06,storm-core/src/jvm/backtype/storm/generated/Nimbus.java,3,2,21405,110,4225,7532,1452,4337,167,284,75,3165,Yes
06,storm-core/src/jvm/backtype/storm/generated/NodeInfo.java,1,1,556,12,556,556,556,556,284,284,25,52,No
06,storm-core/src/jvm/backtype/storm/generated/NotAliveException.java,1,1,406,105,80,107,82,82,284,284,25,46,No
06,storm-core/src/jvm/backtype/storm/generated/NullStruct.java,1,1,300,105,65,86,66,66,284,284,25,41,No
06,storm-core/src/jvm/backtype/storm/generated/NumErrorsChoice.java,1,1,65,13,65,65,65,65,284,284,3,30,No
06,storm-core/src/jvm/backtype/storm/generated/RebalanceOptions.java,1,1,664,105,171,224,172,172,284,284,25,57,No
06,storm-core/src/jvm/backtype/storm/generated/ShellComponent.java,1,1,516,105,113,144,115,115,284,284,25,50,No
06,storm-core/src/jvm/backtype/storm/generated/SpoutSpec.java,1,1,514,105,103,134,105,105,284,284,25,50,No
06,storm-core/src/jvm/backtype/storm/generated/SpoutStats.java,1,1,917,105,340,381,342,342,284,284,25,66,No
06,storm-core/src/jvm/backtype/storm/generated/StateSpoutSpec.java,1,1,514,105,103,134,105,105,284,284,25,50,No
06,storm-core/src/jvm/backtype/storm/generated/StormBase.java,1,1,1211,12,1211,1211,1211,1211,284,284,25,101,No
06,storm-core/src/jvm/backtype/storm/generated/StormTopology.java,1,1,803,105,232,270,234,234,284,284,25,60,No
06,storm-core/src/jvm/backtype/storm/generated/StreamInfo.java,1,1,554,105,127,163,128,128,284,284,25,51,No
06,storm-core/src/jvm/backtype/storm/generated/SubmitOptions.java,1,1,533,105,114,145,115,115,284,284,25,62,No
06,storm-core/src/jvm/backtype/storm/generated/SupervisorInfo.java,4,3,1288,17,1594,1621,398,1288,126,284,100,308,Yes
06,storm-core/src/jvm/backtype/storm/generated/SupervisorSummary.java,4,3,909,110,571,651,143,236,126,284,100,268,Yes
06,storm-core/src/jvm/backtype/storm/generated/ThriftSerializedObject.java,3,2,516,6,1548,1548,516,516,167,284,75,150,Yes
06,storm-core/src/jvm/backtype/storm/generated/TopologyActionOptions.java,1,1,387,12,387,387,387,387,284,284,25,37,No
06,storm-core/src/jvm/backtype/storm/generated/TopologyInfo.java,1,1,1280,105,318,383,319,319,284,284,25,77,No
06,storm-core/src/jvm/backtype/storm/generated/TopologyInitialStatus.java,1,1,62,105,1,2,1,1,284,284,3,30,No
06,storm-core/src/jvm/backtype/storm/generated/TopologyStatus.java,1,1,68,12,68,68,68,68,284,284,3,30,No
06,storm-core/src/jvm/backtype/storm/generated/TopologySummary.java,4,3,1208,110,222,300,55,223,126,284,100,316,Yes
06,storm-core/src/jvm/backtype/storm/grouping/PartialKeyGrouping.java,1,1,82,13,82,82,82,82,284,284,10,20,No
06,storm-core/src/jvm/backtype/storm/messaging/ConnectionWithStatus.java,1,1,32,10,32,32,32,32,284,284,0,16,No
06,storm-core/src/jvm/backtype/storm/messaging/netty/Client.java,2,2,627,76,101,519,57,115,201,284,56,280,Yes
06,storm-core/src/jvm/backtype/storm/messaging/netty/Context.java,1,1,125,72,8,24,9,9,284,284,13,31,No
06,storm-core/src/jvm/backtype/storm/messaging/netty/SaslStormClientHandler.java,1,1,157,40,0,2,0,0,284,284,10,31,No
06,storm-core/src/jvm/backtype/storm/messaging/netty/Server.java,1,1,337,72,30,115,35,35,284,284,26,45,No
06,storm-core/src/jvm/backtype/storm/messaging/netty/StormClientPipelineFactory.java,1,1,53,72,0,2,0,0,284,284,4,22,No
06,storm-core/src/jvm/backtype/storm/security/auth/DefaultHttpCredentialsPlugin.java,1,1,96,48,1,14,1,1,284,284,9,34,No
06,storm-core/src/jvm/backtype/storm/security/auth/ITransportPlugin.java,1,1,61,105,2,3,2,2,284,284,10,38,No
06,storm-core/src/jvm/backtype/storm/security/auth/ReqContext.java,1,1,142,105,26,27,26,26,284,284,11,52,No
06,storm-core/src/jvm/backtype/storm/security/auth/SaslTransportPlugin.java,3,2,176,110,11,35,4,4,167,284,84,120,Yes
06,storm-core/src/jvm/backtype/storm/security/auth/SimpleTransportPlugin.java,3,2,163,105,4,11,1,2,95,284,81,123,No
06,storm-core/src/jvm/backtype/storm/security/auth/TBackoffConnect.java,1,1,77,48,0,2,0,0,284,284,7,17,No
06,storm-core/src/jvm/backtype/storm/security/auth/ThriftClient.java,1,1,120,105,2,9,2,2,284,284,12,23,No
06,storm-core/src/jvm/backtype/storm/security/auth/authorizer/ImpersonationAuthorizer.java,1,1,154,8,154,154,154,154,284,284,8,8,No
06,storm-core/src/jvm/backtype/storm/security/auth/authorizer/SimpleACLAuthorizer.java,1,1,152,48,21,38,21,21,284,284,14,32,No
06,storm-core/src/jvm/backtype/storm/security/auth/digest/DigestSaslTransportPlugin.java,1,1,70,105,0,3,0,0,284,284,13,19,No
06,storm-core/src/jvm/backtype/storm/security/auth/digest/ServerCallbackHandler.java,1,1,131,105,5,19,5,5,284,284,18,26,No
06,storm-core/src/jvm/backtype/storm/security/auth/kerberos/KerberosSaslTransportPlugin.java,1,1,209,48,2,6,2,2,284,284,26,36,No
06,storm-core/src/jvm/backtype/storm/security/auth/kerberos/ServerCallbackHandler.java,1,1,94,48,1,23,1,1,284,284,12,24,No
06,storm-core/src/jvm/backtype/storm/serialization/DefaultSerializationDelegate.java,1,1,58,39,1,4,1,1,284,284,2,19,No
06,storm-core/src/jvm/backtype/storm/serialization/GzipBridgeSerializationDelegate.java,1,1,65,39,1,4,1,1,284,284,2,26,No
06,storm-core/src/jvm/backtype/storm/serialization/GzipBridgeThriftSerializationDelegate.java,3,2,64,7,192,192,64,64,167,284,6,78,Yes
06,storm-core/src/jvm/backtype/storm/serialization/GzipSerializationDelegate.java,1,1,64,39,0,3,0,0,284,284,4,22,No
06,storm-core/src/jvm/backtype/storm/serialization/GzipThriftSerializationDelegate.java,3,2,57,7,171,171,57,57,167,284,21,63,Yes
06,storm-core/src/jvm/backtype/storm/serialization/SerializationDelegate.java,1,1,35,39,0,1,0,0,284,284,1,23,No
06,storm-core/src/jvm/backtype/storm/serialization/ThriftSerializationDelegate.java,1,1,52,12,52,52,52,52,284,284,5,17,No
06,storm-core/src/jvm/backtype/storm/spout/ShellSpout.java,3,2,266,110,18,18,6,6,73,119,57,66,Yes
06,storm-core/src/jvm/backtype/storm/task/IBolt.java,3,2,84,110,0,6,0,0,167,284,9,213,Yes
06,storm-core/src/jvm/backtype/storm/task/ShellBolt.java,4,2,385,110,0,17,0,0,125,284,76,217,Yes
06,storm-core/src/jvm/backtype/storm/task/TopologyContext.java,3,2,360,110,27,225,9,9,167,284,63,378,Yes
06,storm-core/src/jvm/backtype/storm/topology/BoltDeclarer.java,1,1,26,105,4,4,4,4,284,284,0,21,No
06,storm-core/src/jvm/backtype/storm/topology/InputDeclarer.java,1,1,184,105,131,131,131,131,284,284,4,136,No
06,storm-core/src/jvm/backtype/storm/topology/TopologyBuilder.java,1,1,370,105,11,14,11,11,284,284,18,122,No
06,storm-core/src/jvm/backtype/storm/transactional/TransactionalTopologyBuilder.java,1,1,521,105,1,12,1,1,284,284,31,24,No
06,storm-core/src/jvm/backtype/storm/utils/DRPCClient.java,1,1,65,105,0,1,0,0,284,284,10,17,No
06,storm-core/src/jvm/backtype/storm/utils/ExtendedThreadPoolExecutor.java,3,2,67,14,201,201,67,67,167,284,24,54,Yes
06,storm-core/src/jvm/backtype/storm/utils/LocalState.java,3,2,203,110,24,381,9,9,167,284,48,63,Yes
06,storm-core/src/jvm/backtype/storm/utils/Monitor.java,1,1,253,43,0,6,0,0,284,284,4,20,No
06,storm-core/src/jvm/backtype/storm/utils/NimbusClient.java,1,1,81,105,17,24,17,17,284,284,8,17,No
06,storm-core/src/jvm/backtype/storm/utils/ShellProcess.java,1,1,189,105,0,9,0,0,284,284,15,35,No
06,storm-core/src/jvm/backtype/storm/utils/TransferDrainer.java,3,2,133,55,3,123,1,1,40,119,18,51,Yes
06,storm-core/src/jvm/backtype/storm/utils/TupleUtils.java,2,2,35,19,70,70,35,35,144,284,4,36,No
06,storm-core/src/jvm/backtype/storm/utils/Utils.java,11,4,621,111,268,565,28,57,46,284,352,451,Yes
06,storm-core/src/jvm/backtype/storm/utils/VersionInfo.java,1,1,131,27,131,131,131,131,284,284,3,17,No
06,storm-core/src/jvm/backtype/storm/utils/VersionedStore.java,1,1,187,105,-3,8,0,0,284,284,7,21,No
06,storm-core/src/jvm/storm/trident/Stream.java,1,1,377,105,0,1,0,0,284,284,39,23,No
06,storm-core/src/jvm/storm/trident/TridentTopology.java,1,1,815,105,2,4,2,2,284,284,62,48,No
06,storm-core/src/jvm/storm/trident/drpc/ReturnResultsReducer.java,1,1,121,105,0,4,2,2,284,284,19,18,No
06,storm-core/src/jvm/storm/trident/spout/RichSpoutBatchExecutor.java,1,1,199,105,1,1,1,1,284,284,13,19,No
06,storm-core/src/jvm/storm/trident/topology/TridentBoltExecutor.java,2,2,426,105,2,4,1,1,144,284,58,78,No
06,storm-core/src/jvm/storm/trident/topology/TridentTopologyBuilder.java,1,1,733,105,1,12,1,1,284,284,29,23,No
06,storm-core/test/jvm/backtype/storm/grouping/PartialKeyGroupingTest.java,1,1,66,13,66,66,66,66,284,284,11,19,No
06,storm-core/test/jvm/backtype/storm/serialization/GzipBridgeSerializationDelegateTest.java,1,1,82,39,0,3,0,0,284,284,4,18,No
06,storm-core/test/jvm/backtype/storm/serialization/GzipBridgeThriftSerializationDelegateTest.java,3,2,71,7,213,213,71,71,167,284,15,54,Yes
06,storm-core/test/jvm/backtype/storm/serialization/ThriftBridgeSerializationDelegateTest.java,1,1,60,12,60,60,60,60,284,284,5,17,No
06,storm-core/test/jvm/backtype/storm/utils/DisruptorQueueTest.java,5,3,159,50,30,115,7,7,100,284,45,105,Yes
07,examples/storm-starter/src/jvm/storm/starter/ResourceAwareExampleTopology.java,1,1,101,4,14,20,17,17,15,15,16,25,Yes
07,examples/storm-starter/src/jvm/storm/starter/trident/TridentKafkaWordCount.java,1,1,230,1,230,230,230,230,1,1,25,93,No
07,external/flux/flux-core/src/main/java/org/apache/storm/flux/Flux.java,1,1,263,8,263,263,263,263,167,167,15,31,No
07,external/flux/flux-core/src/main/java/org/apache/storm/flux/FluxBuilder.java,3,2,595,8,597,627,199,595,57,167,36,321,No
07,external/flux/flux-core/src/main/java/org/apache/storm/flux/api/TopologySource.java,1,1,39,8,39,39,39,39,167,167,2,29,No
07,external/flux/flux-core/src/main/java/org/apache/storm/flux/model/BeanDef.java,1,1,39,8,39,39,39,39,167,167,4,21,No
07,external/flux/flux-core/src/main/java/org/apache/storm/flux/model/BeanReference.java,1,1,39,8,39,39,39,39,167,167,0,20,No
07,external/flux/flux-core/src/main/java/org/apache/storm/flux/model/BoltDef.java,1,1,24,8,24,24,24,24,167,167,0,20,No
07,external/flux/flux-core/src/main/java/org/apache/storm/flux/model/ConfigMethodDef.java,1,1,62,8,62,62,62,62,167,167,4,17,No
07,external/flux/flux-core/src/main/java/org/apache/storm/flux/model/ExecutionContext.java,1,1,77,8,77,77,77,77,167,167,6,24,No
