Dataset,# Training,% Training,% Defect Training,%Defect Testing,Classifier,Balancing,FeatureSelection,TP,FP,TN,FN,Precision,Recall,ROC Area,Kappa
STORM,3,0.1968503937007874,0.02666666666666667,0.17647058823529413,RF,Smote,False,1.0,1.0,0.0,0.0,0.8235294117647058,1.0,0.5668724279835391,0.0
STORM,3,0.1968503937007874,0.02666666666666667,0.17647058823529413,IBk,Smote,False,1.0,1.0,0.0,0.0,0.8235294117647058,1.0,0.5,0.0
STORM,3,0.1968503937007874,0.02666666666666667,0.17647058823529413,NB,Smote,False,1.0,1.0,0.0,0.0,0.8235294117647058,1.0,0.49603174603174605,0.0
STORM,3,0.1968503937007874,0.02666666666666667,0.17647058823529413,RF,No sampling,True,1.0,1.0,0.0,0.0,0.8235294117647058,1.0,0.625,0.0
STORM,3,0.1968503937007874,0.02666666666666667,0.17647058823529413,IBk,No sampling,True,1.0,1.0,0.0,0.0,0.8235294117647058,1.0,0.625,0.0
STORM,3,0.1968503937007874,0.02666666666666667,0.17647058823529413,NB,No sampling,True,1.0,1.0,0.0,0.0,0.8235294117647058,1.0,0.5813492063492064,0.0
STORM,3,0.1968503937007874,0.02666666666666667,0.17647058823529413,RF,Under sampling,True,0.1626984126984127,0.0,1.0,0.8373015873015873,1.0,0.1626984126984127,0.5813492063492064,0.06417949386903211
STORM,3,0.1968503937007874,0.02666666666666667,0.17647058823529413,IBk,Under sampling,True,0.1626984126984127,0.0,1.0,0.8373015873015873,1.0,0.1626984126984127,0.5813492063492064,0.06417949386903211
STORM,3,0.1968503937007874,0.02666666666666667,0.17647058823529413,NB,Under sampling,True,0.24603174603174602,0.0,1.0,0.753968253968254,1.0,0.24603174603174602,0.625,0.10327595780122154
STORM,3,0.1968503937007874,0.02666666666666667,0.17647058823529413,RF,Over sampling,True,0.25,0.0,1.0,0.75,1.0,0.25,0.625,0.10526315789473677
STORM,3,0.1968503937007874,0.02666666666666667,0.17647058823529413,IBk,Over sampling,True,0.25,0.0,1.0,0.75,1.0,0.25,0.625,0.10526315789473677
STORM,3,0.1968503937007874,0.02666666666666667,0.17647058823529413,NB,Over sampling,True,0.15873015873015872,0.0,1.0,0.8412698412698413,1.0,0.15873015873015872,0.5813492063492064,0.06243496357960461
STORM,3,0.1968503937007874,0.02666666666666667,0.17647058823529413,RF,Smote,True,1.0,1.0,0.0,0.0,0.8235294117647058,1.0,0.625,0.0
STORM,3,0.1968503937007874,0.02666666666666667,0.17647058823529413,IBk,Smote,True,1.0,1.0,0.0,0.0,0.8235294117647058,1.0,0.625,0.0
STORM,3,0.1968503937007874,0.02666666666666667,0.17647058823529413,NB,Smote,True,1.0,1.0,0.0,0.0,0.8235294117647058,1.0,0.5813492063492064,0.0
STORM,4,NaiveBayes,0.0,0.0,0.2546689303904924,-0.0870470637234484
STORM,4,RandomForest,0.0,0.0,0.3398981324278438,-0.0515540207202762
STORM,4,IBk,0.125,0.03508771929824561,0.39475570647047725,0.0072763353729119445
STORM,4,0.6864864864864865,0.14698162729658792,0.10919540229885058,RF,No sampling,False,1.0,1.0,0.0,0.0,0.8908045977011494,1.0,0.41154499151103563,0.0
STORM,4,0.6864864864864865,0.14698162729658792,0.10919540229885058,IBk,No sampling,False,0.9806451612903225,0.8947368421052632,0.10526315789473684,0.01935483870967742,0.8994082840236687,0.9806451612903225,0.5429541595925297,0.12694430506773705
STORM,4,0.6864864864864865,0.14698162729658792,0.10919540229885058,NB,No sampling,False,0.9290322580645162,1.0,0.0,0.07096774193548387,0.8834355828220859,0.9290322580645162,0.2560271646859083,-0.0870470637234484
STORM,4,0.6864864864864865,0.14698162729658792,0.10919540229885058,RF,Under sampling,False,0.9935483870967742,0.6842105263157895,0.3157894736842105,0.0064516129032258064,0.9221556886227545,0.9935483870967742,0.8219015280135823,0.4279004227336778
STORM,4,0.6864864864864865,0.14698162729658792,0.10919540229885058,IBk,Under sampling,False,0.9741935483870968,0.7894736842105263,0.21052631578947367,0.025806451612903226,0.9096385542168675,0.9741935483870968,0.5923599320882852,0.24761037778789263
STORM,4,0.6864864864864865,0.14698162729658792,0.10919540229885058,NB,Under sampling,False,0.9096774193548387,1.0,0.0,0.09032258064516129,0.88125,0.9096774193548387,0.15687606112054328,-0.1021113243761998
STORM,4,0.6864864864864865,0.14698162729658792,0.10919540229885058,RF,Over sampling,False,1.0,1.0,0.0,0.0,0.8908045977011494,1.0,0.25840407470288623,0.0
STORM,4,0.6864864864864865,0.14698162729658792,0.10919540229885058,IBk,Over sampling,False,0.9741935483870968,0.8947368421052632,0.10526315789473684,0.025806451612903226,0.8988095238095238,0.9741935483870968,0.4533106960950764,0.11353711790392994
STORM,4,0.6864864864864865,0.14698162729658792,0.10919540229885058,NB,Over sampling,False,0.9290322580645162,1.0,0.0,0.07096774193548387,0.8834355828220859,0.9290322580645162,0.2910016977928693,-0.0870470637234484
STORM,4,0.6864864864864865,0.14698162729658792,0.10919540229885058,RF,Smote,False,1.0,1.0,0.0,0.0,0.8908045977011494,1.0,0.6078098471986417,0.0
STORM,4,0.6864864864864865,0.14698162729658792,0.10919540229885058,IBk,Smote,False,0.9806451612903225,0.8947368421052632,0.10526315789473684,0.01935483870967742,0.8994082840236687,0.9806451612903225,0.5429541595925297,0.12694430506773705
STORM,4,0.6864864864864865,0.14698162729658792,0.10919540229885058,NB,Smote,False,0.9225806451612903,1.0,0.0,0.07741935483870968,0.8827160493827161,0.9225806451612903,0.21477079796264856,-0.09234507897934387
STORM,4,0.6864864864864865,0.14698162729658792,0.10919540229885058,RF,No sampling,True,0.9935483870967742,1.0,0.0,0.0064516129032258064,0.8901734104046243,0.9935483870967742,0.2870967741935484,-0.011040092969204116
STORM,4,0.6864864864864865,0.14698162729658792,0.10919540229885058,IBk,No sampling,True,0.9612903225806452,1.0,0.0,0.03870967741935484,0.8869047619047619,0.9612903225806452,0.6533106960950764,-0.05531295487627365
STORM,4,0.6864864864864865,0.14698162729658792,0.10919540229885058,NB,No sampling,True,0.7161290322580646,1.0,0.0,0.2838709677419355,0.8538461538461538,0.7161290322580646,0.03191850594227504,-0.1799784714747037
STORM,4,0.6864864864864865,0.14698162729658792,0.10919540229885058,RF,Under sampling,True,0.9290322580645162,0.47368421052631576,0.5263157894736842,0.07096774193548387,0.9411764705882353,0.9290322580645162,0.6560271646859083,0.4352482960077898
STORM,4,0.6864864864864865,0.14698162729658792,0.10919540229885058,IBk,Under sampling,True,0.9483870967741935,0.631578947368421,0.3684210526315789,0.05161290322580645,0.9245283018867925,0.9483870967741935,0.5869269949066214,0.3490460157126827
STORM,4,0.6864864864864865,0.14698162729658792,0.10919540229885058,NB,Under sampling,True,0.5483870967741935,1.0,0.0,0.45161290322580644,0.8173076923076923,0.5483870967741935,0.030560271646859084,-0.20739123655075611
STORM,4,0.6864864864864865,0.14698162729658792,0.10919540229885058,RF,Over sampling,True,0.9290322580645162,0.8947368421052632,0.10526315789473684,0.07096774193548387,0.8944099378881988,0.9290322580645162,0.5546689303904924,0.03981080015766628
STORM,4,0.6864864864864865,0.14698162729658792,0.10919540229885058,IBk,Over sampling,True,0.9548387096774194,1.0,0.0,0.04516129032258064,0.8862275449101796,0.9548387096774194,0.4696095076400679,-0.062470643494598514
STORM,4,0.6864864864864865,0.14698162729658792,0.10919540229885058,NB,Over sampling,True,0.5612903225806452,0.9473684210526315,0.05263157894736842,0.43870967741935485,0.8285714285714286,0.5612903225806452,0.035653650254668934,-0.17919621749408968
STORM,4,0.6864864864864865,0.14698162729658792,0.10919540229885058,RF,Smote,True,0.9935483870967742,1.0,0.0,0.0064516129032258064,0.8901734104046243,0.9935483870967742,0.5446519524617996,-0.011040092969204116
STORM,4,0.6864864864864865,0.14698162729658792,0.10919540229885058,IBk,Smote,True,0.9548387096774194,1.0,0.0,0.04516129032258064,0.8862275449101796,0.9548387096774194,0.6471986417657046,-0.062470643494598514
STORM,4,0.6864864864864865,0.14698162729658792,0.10919540229885058,NB,Smote,True,0.7096774193548387,1.0,0.0,0.2903225806451613,0.8527131782945736,0.7096774193548387,0.01595925297113752,-0.1814131126670912
STORM,5,NaiveBayes,0.6666666666666666,0.015267175572519083,0.6285596745440417,0.010371430031165382
STORM,5,RandomForest,0.6666666666666666,0.007633587786259542,0.4965374594322805,0.005192878338279059
STORM,5,IBk,0.8333333333333334,0.01272264631043257,0.496691096179143,0.012000340918776012
STORM,5,0.6506447831184057,0.13513513513513514,0.4395973154362416,RF,No sampling,False,1.0,1.0,0.0,0.0,0.5604026845637584,1.0,0.4516158522649358,0.0
STORM,5,0.6506447831184057,0.13513513513513514,0.4395973154362416,IBk,No sampling,False,1.0,0.9770992366412213,0.022900763358778626,0.0,0.5661016949152542,1.0,0.5114503816793893,0.025596484953762814
STORM,5,0.6506447831184057,0.13513513513513514,0.4395973154362416,NB,No sampling,False,0.9940119760479041,0.9847328244274809,0.015267175572519083,0.005988023952095809,0.5627118644067797,0.9940119760479041,0.6285596745440417,0.010371430031165382
STORM,5,0.6506447831184057,0.13513513513513514,0.4395973154362416,RF,Under sampling,False,1.0,1.0,0.0,0.0,0.5604026845637584,1.0,0.32214197559080315,0.0
STORM,5,0.6506447831184057,0.13513513513513514,0.4395973154362416,IBk,Under sampling,False,1.0,0.9618320610687023,0.03816793893129771,0.0,0.5699658703071673,1.0,0.5190839694656488,0.04258248763322985
STORM,5,0.6506447831184057,0.13513513513513514,0.4395973154362416,NB,Under sampling,False,0.9341317365269461,0.8854961832061069,0.11450381679389313,0.0658682634730539,0.5735294117647058,0.9341317365269461,0.8079261324678887,0.053234602491619626
STORM,5,0.6506447831184057,0.13513513513513514,0.4395973154362416,RF,Over sampling,False,1.0,0.9923664122137404,0.007633587786259542,0.0,0.5622895622895623,1.0,0.7674041230516067,0.008547883503096682
STORM,5,0.6506447831184057,0.13513513513513514,0.4395973154362416,IBk,Over sampling,False,1.0,0.9770992366412213,0.022900763358778626,0.0,0.5661016949152542,1.0,0.6652648900671938,0.025596484953762814
STORM,5,0.6506447831184057,0.13513513513513514,0.4395973154362416,NB,Over sampling,False,0.9940119760479041,0.9465648854961832,0.05343511450381679,0.005988023952095809,0.5724137931034483,0.9940119760479041,0.48196736298395576,0.052789503127701747
STORM,5,0.6506447831184057,0.13513513513513514,0.4395973154362416,RF,Smote,False,1.0,1.0,0.0,0.0,0.5604026845637584,1.0,0.5608630068108059,0.0
STORM,5,0.6506447831184057,0.13513513513513514,0.4395973154362416,IBk,Smote,False,1.0,0.9770992366412213,0.022900763358778626,0.0,0.5661016949152542,1.0,0.5114503816793893,0.025596484953762814
STORM,5,0.6506447831184057,0.13513513513513514,0.4395973154362416,NB,Smote,False,1.0,0.9618320610687023,0.03816793893129771,0.0,0.5699658703071673,1.0,0.3989578095716963,0.04258248763322985
STORM,5,0.6506447831184057,0.13513513513513514,0.4395973154362416,RF,No sampling,True,1.0,1.0,0.0,0.0,0.5604026845637584,1.0,0.574301778123143,0.0
STORM,5,0.6506447831184057,0.13513513513513514,0.4395973154362416,IBk,No sampling,True,1.0,0.9541984732824428,0.04580152671755725,0.0,0.571917808219178,1.0,0.8387118891987019,0.051052122076730995
STORM,5,0.6506447831184057,0.13513513513513514,0.4395973154362416,NB,No sampling,True,1.0,1.0,0.0,0.0,0.5604026845637584,1.0,0.9436851487863966,0.0
STORM,5,0.6506447831184057,0.13513513513513514,0.4395973154362416,RF,Under sampling,True,1.0,0.9312977099236641,0.06870229007633588,0.0,0.5778546712802768,1.0,0.8466883027837455,0.0763680707281136
STORM,5,0.6506447831184057,0.13513513513513514,0.4395973154362416,IBk,Under sampling,True,0.9940119760479041,0.9847328244274809,0.015267175572519083,0.005988023952095809,0.5627118644067797,0.9940119760479041,0.7434063171367189,0.010371430031165382
STORM,5,0.6506447831184057,0.13513513513513514,0.4395973154362416,NB,Under sampling,True,1.0,0.9312977099236641,0.06870229007633588,0.0,0.5778546712802768,1.0,0.9605978881930795,0.0763680707281136
STORM,5,0.6506447831184057,0.13513513513513514,0.4395973154362416,RF,Over sampling,True,1.0,1.0,0.0,0.0,0.5604026845637584,1.0,0.5750559948804681,0.0
STORM,5,0.6506447831184057,0.13513513513513514,0.4395973154362416,IBk,Over sampling,True,0.9940119760479041,0.9541984732824428,0.04580152671755725,0.005988023952095809,0.570446735395189,0.9940119760479041,0.8198336152123235,0.04433698142020893
STORM,5,0.6506447831184057,0.13513513513513514,0.4395973154362416,NB,Over sampling,True,1.0,0.9236641221374046,0.07633587786259542,0.0,0.5798611111111112,1.0,0.9423595556977648,0.08477587694806837
STORM,5,0.6506447831184057,0.13513513513513514,0.4395973154362416,RF,Smote,True,1.0,0.9923664122137404,0.007633587786259542,0.0,0.5622895622895623,1.0,0.6075101704986973,0.008547883503096682
STORM,5,0.6506447831184057,0.13513513513513514,0.4395973154362416,IBk,Smote,True,1.0,0.9541984732824428,0.04580152671755725,0.0,0.571917808219178,1.0,0.8387118891987019,0.051052122076730995
STORM,5,0.6506447831184057,0.13513513513513514,0.4395973154362416,NB,Smote,True,1.0,1.0,0.0,0.0,0.5604026845637584,1.0,0.9399369200530238,0.0
STORM,6,NaiveBayes,0.0,0.0,0.11705069124423963,-0.04709576138147612
STORM,6,RandomForest,0.4375,0.23333333333333334,0.5010752688172043,0.27158555729984246
STORM,6,IBk,0.4444444444444444,0.26666666666666666,0.585731353473289,0.2993582483956205
STORM,6,0.7861751152073733,0.24150058616647127,0.06465517241379311,RF,No sampling,False,0.9953917050691244,0.5333333333333333,0.4666666666666667,0.004608294930875576,0.9642857142857143,0.9953917050691244,0.9253456221198156,0.590266875981161
STORM,6,0.7861751152073733,0.24150058616647127,0.06465517241379311,IBk,No sampling,False,0.9723502304147466,0.6666666666666666,0.3333333333333333,0.027649769585253458,0.9547511312217195,0.9723502304147466,0.65284178187404,0.34900035075412095
STORM,6,0.7861751152073733,0.24150058616647127,0.06465517241379311,NB,No sampling,False,0.9631336405529954,1.0,0.0,0.03686635944700461,0.9330357142857143,0.9631336405529954,0.11705069124423963,-0.04709576138147612
STORM,6,0.7861751152073733,0.24150058616647127,0.06465517241379311,RF,Under sampling,False,0.8571428571428571,0.2,0.8,0.14285714285714285,0.9841269841269841,0.8571428571428571,0.9211981566820276,0.3516357060660857
STORM,6,0.7861751152073733,0.24150058616647127,0.06465517241379311,IBk,Under sampling,False,0.9078341013824884,0.5333333333333333,0.4666666666666667,0.09216589861751152,0.9609756097560975,0.9078341013824884,0.6872503840245776,0.27289008282963956
STORM,6,0.7861751152073733,0.24150058616647127,0.06465517241379311,NB,Under sampling,False,0.9447004608294931,1.0,0.0,0.055299539170506916,0.9318181818181818,0.9447004608294931,0.12565284178187405,-0.06097560975609814
STORM,6,0.7861751152073733,0.24150058616647127,0.06465517241379311,RF,Over sampling,False,0.9493087557603687,0.5333333333333333,0.4666666666666667,0.05069124423963134,0.9626168224299065,0.9493087557603687,0.9258064516129032,0.38055087127599796
STORM,6,0.7861751152073733,0.24150058616647127,0.06465517241379311,IBk,Over sampling,False,0.9539170506912442,0.6666666666666666,0.3333333333333333,0.04608294930875576,0.9539170506912442,0.9539170506912442,0.5877112135176651,0.2872503840245779
STORM,6,0.7861751152073733,0.24150058616647127,0.06465517241379311,NB,Over sampling,False,0.9493087557603687,1.0,0.0,0.05069124423963134,0.9321266968325792,0.9493087557603687,0.1109062980030722,-0.05787443002455255
STORM,6,0.7861751152073733,0.24150058616647127,0.06465517241379311,RF,Smote,False,0.9354838709677419,0.6,0.4,0.06451612903225806,0.9575471698113207,0.9354838709677419,0.8534562211981567,0.2904255319148936
STORM,6,0.7861751152073733,0.24150058616647127,0.06465517241379311,IBk,Smote,False,0.9493087557603687,0.6666666666666666,0.3333333333333333,0.05069124423963134,0.9537037037037037,0.9493087557603687,0.641321044546851,0.27413587604290784
STORM,6,0.7861751152073733,0.24150058616647127,0.06465517241379311,NB,Smote,False,0.9539170506912442,1.0,0.0,0.04608294930875576,0.9324324324324325,0.9539170506912442,0.11920122887864823,-0.05454545454545453
STORM,6,0.7861751152073733,0.24150058616647127,0.06465517241379311,RF,No sampling,True,0.9769585253456221,0.2,0.8,0.02304147465437788,0.986046511627907,0.9769585253456221,0.8036866359447005,0.7315591553369977
STORM,6,0.7861751152073733,0.24150058616647127,0.06465517241379311,IBk,No sampling,True,0.9585253456221198,0.4666666666666667,0.5333333333333333,0.041474654377880185,0.9674418604651163,0.9585253456221198,0.8076804915514593,0.46311831067399456
STORM,6,0.7861751152073733,0.24150058616647127,0.06465517241379311,NB,No sampling,True,0.9631336405529954,1.0,0.0,0.03686635944700461,0.9330357142857143,0.9631336405529954,0.18648233486943164,-0.04709576138147612
STORM,6,0.7861751152073733,0.24150058616647127,0.06465517241379311,RF,Under sampling,True,0.9585253456221198,0.2,0.8,0.041474654377880185,0.985781990521327,0.9585253456221198,0.9563748079877112,0.6394716394716395
STORM,6,0.7861751152073733,0.24150058616647127,0.06465517241379311,IBk,Under sampling,True,0.9216589861751152,0.4666666666666667,0.5333333333333333,0.07834101382488479,0.966183574879227,0.9216589861751152,0.8242703533026113,0.3472450175849943
STORM,6,0.7861751152073733,0.24150058616647127,0.06465517241379311,NB,Under sampling,True,0.9308755760368663,1.0,0.0,0.06912442396313365,0.9308755760368663,0.9308755760368663,0.15821812596006143,-0.0691244239631336
STORM,6,0.7861751152073733,0.24150058616647127,0.06465517241379311,RF,Over sampling,True,0.9262672811059908,0.2,0.8,0.07373271889400922,0.9852941176470589,0.9262672811059908,0.8755760368663594,0.5175131348511386
STORM,6,0.7861751152073733,0.24150058616647127,0.06465517241379311,IBk,Over sampling,True,0.9585253456221198,0.4666666666666667,0.5333333333333333,0.041474654377880185,0.9674418604651163,0.9585253456221198,0.7241167434715822,0.46311831067399456
STORM,6,0.7861751152073733,0.24150058616647127,0.06465517241379311,NB,Over sampling,True,0.9262672811059908,1.0,0.0,0.07373271889400922,0.9305555555555556,0.9262672811059908,0.15299539170506912,-0.07151370679380192
STORM,6,0.7861751152073733,0.24150058616647127,0.06465517241379311,RF,Smote,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0
STORM,6,0.7861751152073733,0.24150058616647127,0.06465517241379311,IBk,Smote,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0
STORM,6,0.7861751152073733,0.24150058616647127,0.06465517241379311,NB,Smote,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0
STORM,7,NaiveBayes,0.0,0.0,0.17471988795518206,-0.014964216005204686
STORM,7,RandomForest,0.004694835680751174,0.041666666666666664,0.5271504435107376,-0.006639537374170414
STORM,7,IBk,0.00967741935483871,0.08333333333333333,0.5565670712729536,0.0024449877750602578
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,RF,No sampling,False,0.9159663865546218,0.9166666666666666,0.08333333333333333,0.08403361344537816,0.9916603487490523,0.9159663865546218,0.8772759103641457,-1.2724265173647518E-4
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,IBk,No sampling,False,0.9334733893557423,0.8333333333333334,0.16666666666666666,0.0665266106442577,0.992553983618764,0.9334733893557423,0.5521125116713352,0.022194629830825128
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,NB,No sampling,False,0.9355742296918768,1.0,0.0,0.06442577030812324,0.9910979228486647,0.9355742296918768,0.17471988795518206,-0.014964216005204686
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,RF,Under sampling,False,0.8914565826330533,0.4166666666666667,0.5833333333333334,0.10854341736694678,0.9960876369327074,0.8914565826330533,0.876313025210084,0.06596614127262115
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,IBk,Under sampling,False,0.8921568627450981,0.6666666666666666,0.3333333333333333,0.10784313725490197,0.9937597503900156,0.8921568627450981,0.6127450980392157,0.032065325632344065
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,NB,Under sampling,False,0.8991596638655462,1.0,0.0,0.10084033613445378,0.9907407407407407,0.8991596638655462,0.32061157796451917,-0.015624999999999317
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,RF,Over sampling,False,0.9103641456582633,0.5833333333333334,0.4166666666666667,0.0896358543417367,0.9946442234123948,0.9103641456582633,0.8416783380018674,0.05451149760709694
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,IBk,Over sampling,False,0.9299719887955182,0.75,0.25,0.0700280112044818,0.9932685115931189,0.9299719887955182,0.602095004668534,0.037810798881860376
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,NB,Over sampling,False,0.9096638655462185,1.0,0.0,0.09033613445378151,0.9908466819221968,0.9096638655462185,0.19683706816059757,-0.015484335613972035
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,RF,Smote,False,0.9117647058823529,0.5833333333333334,0.4166666666666667,0.08823529411764706,0.9946524064171123,0.9117647058823529,0.8690184407096172,0.055509527754764205
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,IBk,Smote,False,0.927170868347339,0.8333333333333334,0.16666666666666666,0.07282913165266107,0.992503748125937,0.927170868347339,0.5489612511671336,0.01921422426154221
STORM,7,0.4297029702970297,0.20368663594470046,0.008333333333333333,NB,Smote,False,0.915266106442577,1.0,0.0,0.08473389355742297,0.9909021986353298,0.915266106442577,0.18452380952380953,-0.015396360860159877
